"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.83976,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.74454,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.62505,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.79716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.11139,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.30385,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.28775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.23626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.37836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.69241,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.17702,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.68847,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.0617,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.315,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.5378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.6792,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.6966,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.7307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.7447,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6408,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.5083,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.4655,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4599,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.4357,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4248,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4633,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6016,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7024,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.8131,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.8548,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.9085,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.9392,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.9488,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.973,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.9064,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.7121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.4752,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2933,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2527,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3072,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.4147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.4419,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.5382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.7647,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.9975,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.1283,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3874,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.3485,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.3196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.4443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.5094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.5,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4978,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4706,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.4806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.4417,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.4244,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.3817,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.3265,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.3178,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.3222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.237,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.0919,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.8589,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.5977,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.3027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.0271,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.90257,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.82231,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.81399,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.84435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.88275,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.88448,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.84872,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.83068,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.86711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.91182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.95065,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.94299,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.81052,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.32092,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.64713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.4577,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.56697,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.71645,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.80969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.85915,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.93425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.24963,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.69077,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.48179,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.71041,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.92769,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.0922,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.205,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.2606,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2487,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.2144,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.212,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.2817,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.3945,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.5145,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.6177,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.7034,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.7734,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.8277,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.8764,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.9244,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.9622,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.9567,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8458,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.5756,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2432,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.97626,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.87535,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.88999,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.96075,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.0457,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.0907,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.0224,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.78121,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.46791,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.21068,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.10478,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.09606,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.1181,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.1323,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.13718,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.14534,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.16982,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.20709,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.253,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.30577,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.36052,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.41481,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.47231,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.54686,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.66207,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.83401,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.013,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1299,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.1345,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.0969,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.1134,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.254,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4564,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.6357,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.7315,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.7788,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.8273,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.9093,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0061,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.0808,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.0963,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.0546,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9474,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7621,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.5542,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.3936,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.333,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.3285,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.3264,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2923,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.239,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.1896,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.1612,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.1435,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1179,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0646,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.97882,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.85154,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.68349,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.54022,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.50186,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.58822,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.57884,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.13062,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.99107,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.65055,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",95.79451,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.95684,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",96.6887,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.42717,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.79444,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.89035,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.88422,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.91653,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.90234,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.8325,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.65697,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",96.44086,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",96.24897,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",96.39104,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",96.88652,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",97.4679,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",97.78329,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",97.74575,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",97.53786,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",97.56201,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.68844,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.78372,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",97.81705,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.73584,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.63598,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.58131,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.6162,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.61666,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.57536,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.63025,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.8732,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.23692,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.60104,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.92286,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.10586,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.17239,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.1097,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.06523,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.06024,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.23788,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.4901,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.68715,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.83259,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.83715,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.72233,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.41221,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.16823,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.17216,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.33385,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.34541,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.33393,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.38456,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.55196,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.75157,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.97025,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.0667,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.0181,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.94022,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.99013,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.27,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7479,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.2398,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.2516,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9707,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.7303,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.738,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.9671,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.0906,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.9793,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.7239,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.5134,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.28,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.0545,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.85104,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.7182,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.47682,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.11474,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",98.79546,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",98.34768,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",98.07903,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",98.3513,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",98.80197,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.14818,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.37585,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.62622,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.88086,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.1767,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.4096,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.6201,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.6443,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.514,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2292,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.97541,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.59396,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.77788,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.94767,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.8749,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.30197,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.68379,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.86599,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.81942,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.48705,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.26682,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.61686,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.98049,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.04639,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.24967,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.42025,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.5319,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.53171,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.69813,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.8447,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.99097,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.13416,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.20502,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.37395,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.55122,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.60611,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.74102,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.96681,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.1313,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.245,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.1734,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.93159,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.87897,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.9599,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2058,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4296,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.5106,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4569,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5282,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6772,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.8456,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.795,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.5714,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3309,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2168,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.2318,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4751,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.78,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.022,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.1202,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.1427,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.2492,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.3618,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.3857,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.4231,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.4838,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.5094,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.5569,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.5289,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.4526,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.4869,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.6112,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.5705,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.4865,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.4485,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.4757,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4928,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.5491,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.7188,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.9631,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.0427,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.0493,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.1214,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.2544,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.31,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3118,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.4109,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.5154,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.621,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.6042,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.4635,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.3776,
